id,full_name,phone_number,aadhaar_number,pan_card_number,date_of_birth,address,city,state,pincode
10851,Balakrishnan Balasubramanian,7739835652,591886762273,IZFGI0318N,1998-01-18,"799/9, Nehru Road",Coimbatore,Tamil Nadu,641002
10852,Venkatesh Pinto,8263628862,535704445514,FWYCC3829K,2002-11-20,"784/18, JP Road",Bhopal,Madhya Pradesh,462010
10853,Foram Srivastava,8129116479,446429987247,SIQQN4751H,1960-03-09,"829, Ambedkar Marg, Mohan Area",Nashik,Maharashtra,422005
10854,Rajesh Gomes,7057824531,281246437862,ITZQX6047M,1970-04-01,"829/14, Sardar Layout",Cuttack,Odisha,753001
10855,Amrita Tiwari,9906506147,359011250231,KAGBX4585Z,2005-11-18,"116/18, Subhash Street",Tiruchirappalli,Tamil Nadu,620008
10856,Rajesh Kumar,9966997842,201414424607,FMGVX0951W,1988-11-22,"999/14, Saraswati Path",Guwahati,Assam,781005
10857,Vihaan Mehta,8779798367,807410593948,CAHWO9387E,1991-11-25,"H.No. 436, Kamaraj Street",Raipur,Chhattisgarh,492008
10858,Sanjay Patel,6210184262,464418024594,BJUQI3386P,2000-08-27,"No. 843, EVR Enclave, Gopal Avenue",Ranchi,Jharkhand,834006
10859,Haresh Joshi,7512258467,217522792949,RWLWF6465S,1964-09-24,"# 681, Patel Lane",Hubli,Karnataka,580001
10860,Karthik Biswas,6242695753,713976352946,BDLEH5132I,1996-07-26,"S.No. 539, Rajiv Bhavan, Mohan Colony",Aurangabad,Maharashtra,431001
10861,Abhijit Pillai,7804191716,233308544184,GQWBE0612R,1964-05-01,"33/14, Azad Colony",Cuttack,Odisha,753002
10862,Shanthi Mehta,9645545903,681954351102,JFIFV5716G,1967-05-19,"Flat 319, Saraswati Apartment, MG Cross",Madurai,Tamil Nadu,625003
10863,Aditya Kothari,7606741514,687621648342,LWXLB5058F,1990-12-09,"No. 162, Bhagat Towers, Tagore Lane",Mangaluru,Karnataka,575007
10864,Payal Menon,8889199495,365991945644,LTDVA2918X,1993-09-14,"Flat 17S, Vivekananda Niwas",Visakhapatnam,Andhra Pradesh,530005
10865,Manish Gomes,8014670936,925028004177,XAQGS4610V,1986-09-28,"822/13, Anna Road",Mumbai,Maharashtra,400092
10866,Sanjay Desai,8283286785,350668815571,SJKKW4989S,1981-06-27,"H.No. 257, Shyam Street",Kolkata,West Bengal,700004
10867,Seema Iyengar,8632245182,769619212697,VXOTW5555Q,1996-08-19,"586/2, Shyam Colony",Guwahati,Assam,781004
10868,Girish Biswas,7259164230,327469017631,TCVWG9683L,1980-04-17,"Flat 14G, Netaji Enclave",Shimla,Himachal Pradesh,171007
10869,Meena Hussain,8775694298,610400327303,TINSH6373V,1980-07-26,"Flat 1H, Ambedkar Bhavan",Dehradun,Uttarakhand,248006
10870,Deepika Rodrigues,8862185311,328177903666,KKSQM5619K,1985-02-09,"206/20, Anna Path",Udaipur,Rajasthan,313001
10871,Sanjay Trivedi,7531324527,767195030568,LBUDW3186Z,1966-06-25,"House No. 819, Periyar Layout",Vijayawada,Andhra Pradesh,520003
10872,Kamakshi Agarwal,8977764913,816576528226,COIGY6081J,1983-08-23,"688/11, Sardar Marg",Ludhiana,Punjab,141005
10873,Payal Paul,9550091595,878323959360,YPHEL4176N,1963-01-30,"959, Gopal Nagar, Bose Area",Bhubaneswar,Odisha,751009
10874,Pooja Tiwari,7099667637,403734483656,MLCQA4842G,1996-08-09,"326, Vivekananda Avenue, Periyar Area",Visakhapatnam,Andhra Pradesh,530004
10875,Aarav Ganguly,8468873058,881025312926,VKIZU8655J,1961-04-07,"396, Ambedkar Lane, Shivaji Area",Jammu,Jammu and Kashmir,180001
10876,Chandana Pandey,6738854673,674369390894,CCNYJ0219L,1986-05-11,"Plot 671, MG Residency, Netaji Nagar",Mysuru,Karnataka,570010
10877,Manish Sundaram,6942941259,999903238876,ZKLZK1753C,1978-02-14,"No. 664, JP Niwas, Tilak Layout",Raipur,Chhattisgarh,492006
10878,Lakshmi Pereira,7081836329,597026638207,DYOOD2804N,1965-01-24,"S.No. 416, JP Path",Udaipur,Rajasthan,313004
10879,Usha Pandey,7875740589,430360677871,PQGPR1374G,1996-04-27,"489/4, Vivekananda Lane",Rajkot,Gujarat,360005
10880,Suresh Chatterjee,8488252699,218511156733,OIILT4036Y,1960-10-29,"Flat 11W, Sardar Apartment",Amritsar,Punjab,143004
10881,Meenakshi Das,9034563338,434952457051,IWIMN9115U,1978-03-03,"Flat 4V, Periyar Bhavan",Shimla,Himachal Pradesh,171003
10882,Deben Saxena,9974762370,585478726819,ZEDPE5277F,1979-12-31,"No. 888, Indira Towers, EVR Avenue",Mysuru,Karnataka,570008
10883,Raghavan Mehta,8418925883,340035630328,DMIHP3485M,1992-04-27,"H.No. 849, Kamaraj Vihar, Netaji Cross",Siliguri,West Bengal,734001
10884,Ayaan Saha,9286856434,960882309258,LNUQK9630G,1981-11-24,"43/6, Ambedkar Path",Pune,Maharashtra,411014
10885,Pradip Thakkar,8908474911,834303101663,TLZZN3307R,1989-09-20,"Flat 1Q, Vallabh Complex",Hyderabad,Telangana,500007
10886,Priya Kumar,9600260469,217495389162,XHZKQ5298H,1973-03-26,"Door No. 58, Rajiv Towers, Sardar Nagar",Aurangabad,Maharashtra,431005
10887,Dilip Subramaniam,6711072985,223050667148,IYRUM0473X,1965-12-02,"House No. 300, Subhash Apartment, EVR Layout",Mangaluru,Karnataka,575006
10888,Fanai Fernandes,7089521768,212696250507,TZDTP2622W,1975-02-21,"House No. 499, JP Heights, Vivekananda Layout",Kanpur,Uttar Pradesh,208001
10889,Lakshmi Mishra,7765439994,485803308641,HKGDQ5830I,2005-11-09,"343/11, Azad Street",Jammu,Jammu and Kashmir,180004
10890,Neha Pandey,6744479391,371740034568,RNHYK6422I,1993-12-11,"No. 454, Rajiv Colony",Agra,Uttar Pradesh,282007
10891,Amit Sharma,6803689382,728940439351,KDPSM4194J,1964-08-08,"438, Tilak Avenue, Vivekananda Area",Madurai,Tamil Nadu,625009
10892,Ananya Rajan,8376429839,503953952608,QZEPO4270C,1982-10-13,"467, Saraswati Marg, EVR Area",Gurugram,Haryana,122009
10893,Biswajit Yadav,9781945659,973961034057,FXOWP9572D,2004-07-30,"640, MG Marg, Vallabh Area",Shillong,Meghalaya,793003
10894,Barnali Roy,9716991658,923634110485,LOSLX9386R,1965-12-24,"171, Sardar Path, Vivekananda Area",Kozhikode,Kerala,673002
10895,Debarati Bhattacharya,6960841585,737304376318,IOZAV4625D,1984-04-23,"5/2, Nehru Marg",Guwahati,Assam,781005
10896,Eshan Agarwal,6640797296,428854273449,SOTDW1894G,1996-11-16,"Flat 18W, Periyar Towers",Kolkata,West Bengal,700006
10897,Ananya Pandey,8392590677,385360174304,BYJYB2206P,2001-09-14,"Flat 19W, Gandhi Niwas",Lucknow,Uttar Pradesh,226003
10898,Malathi Reddy,8064272990,638817676227,ATIYK9205N,1984-06-19,"344/10, Shyam Street",Shillong,Meghalaya,793004
10899,Malathi Qureshi,6615502613,609731220667,LZHAG6266W,1996-12-13,"# 343, Tagore Nagar",Chandigarh,Punjab,160005
10900,Ganesh Mahato,6380573213,878864555261,IAATR9091L,1963-03-29,"Flat 7K, Netaji Bhavan",Kozhikode,Kerala,673004
10901,Anindita Nair,8869263560,262551517975,BPMNP2818I,1982-07-14,"No. 686, Shivaji Layout",Shimla,Himachal Pradesh,171006
10902,Anitha Murugan,9152653222,670810148129,SBOHU5862Y,1987-02-05,"Flat 829, Rajiv Avenue",Kozhikode,Kerala,673006
10903,Komal Gupta,8889905808,340334050810,IZSIQ7685B,1976-07-16,"Flat 100, Laxmi Vihar, Shyam Avenue",Delhi,Delhi,110034
10904,Malathi Banerjee,9428125983,820749884959,BEAPA2724N,1991-10-03,"778, Shyam Avenue, Laxmi Area",Visakhapatnam,Andhra Pradesh,530006
10905,Debashis Desai,6438964164,708629532230,MDHSZ9301D,1979-07-09,"Door No. 502, Ram Residency, Vivekananda Lane",Indore,Madhya Pradesh,452006
10906,Foram Iyer,7408354427,798819206965,JFJXK1461N,1981-03-02,"Flat 20X, Tagore Enclave",New Delhi,Delhi,110003
10907,Elina Mandal,6228017710,829450269447,FJFCW6660G,1976-09-16,"H.No. 859, Sardar Apartment, Anna Avenue",Ahmedabad,Gujarat,380002
10908,Pratik Bose,7011040838,637826018777,UTQEY9135T,1971-08-20,"Flat 15O, Vallabh Complex",Mysuru,Karnataka,570004
10909,Debarati Mehta,6218852114,660363839687,ONHVA7649U,1982-02-14,"771/13, Mohan Street",Kanpur,Uttar Pradesh,208005
10910,Rahul Hussain,6254616794,877818986361,WWISU3719D,1990-01-30,"236, MG Lane, Mohan Area",Guwahati,Assam,781009
10911,Vijayalakshmi Goel,9389654997,991782200810,UCGNK4010P,1989-01-03,"260, Sardar Layout, Anna Area",Ludhiana,Punjab,141006
10912,Vivaan Sharma,8587242274,865294830517,DMTBQ8272H,1998-10-04,"Flat 5M, Mohan Enclave",Hyderabad,Telangana,500006
10913,Kamakshi Mishra,7104979140,971280619907,VZKSK7821X,1968-01-31,"House No. 297, EVR Colony",Hyderabad,Telangana,500002
10914,Rekha Mittal,8369525587,873507810728,RQHLK9469F,1993-12-28,"# 673, EVR Vihar, Ram Colony",New Delhi,Delhi,110006
10915,Venkatesh Rao,6951956630,263621051640,LMTYS6885C,1978-05-06,"895/8, Kamaraj Path",Guwahati,Assam,781006
10916,Chinglen Khan,8986777055,689907129969,TYISE8401H,1979-06-17,"# 132, Ram Cross",Raipur,Chhattisgarh,492002
10917,Savita Kothari,8157712918,625195617655,OEFJW6340N,1977-06-28,"Flat 12E, EVR Bhavan",Mumbai,Maharashtra,400003
10918,Minal Siddiqui,9153596472,884746455072,XGTYD5365B,2003-01-29,"Plot 839, Indira Street",Jodhpur,Rajasthan,342009
10919,Aarav Mandal,9797447619,578866364653,YGVLT4295E,1974-01-05,"515/3, Ambedkar Layout",Dehradun,Uttarakhand,248007
10920,Ganpat Ali,9345052194,250472609796,EBJPL9405X,1988-06-12,"450, EVR Marg, Tilak Area",Ludhiana,Punjab,141002
10921,Chirag Hussain,8874895571,519844496163,VIIGM2411Q,1984-08-05,"S.No. 379, Shivaji Bhavan, Ram Road",Vijayawada,Andhra Pradesh,520004
10922,Hetal Ganguly,7229000590,745173658540,IOOHY2168D,1972-02-01,"# 253, Saraswati Towers, Vallabh Street",Coimbatore,Tamil Nadu,641005
10923,Biswajit Ghosh,8980962821,808787578827,ZMYGP4265H,1999-03-27,"H.No. 28, Azad Path",Jammu,Jammu and Kashmir,180004
10924,Epsita Hussain,8450729629,210793226527,NIKAQ6741O,1999-08-29,"169, Vivekananda Lane, Patel Area",Jodhpur,Rajasthan,342005
10925,Padmavathi Sharma,9553805365,926839507051,UWKKE7535R,2000-05-12,"House No. 496, Tagore Niwas, Sardar Cross",Dehradun,Uttarakhand,248001
10926,Tapan Biswas,7413717306,590858306848,FWUTY4154V,1997-02-13,"S.No. 493, Indira Lane",Nagpur,Maharashtra,440017
10927,Binita Sharma,8772504025,308558723578,HJMDN1902L,1965-04-26,"Plot 594, Tagore Road",Dehradun,Uttarakhand,248008
10928,Sneha Mehta,8661340475,200458408922,QAWOR9363H,1989-10-15,"Flat 13G, Kamaraj Bhavan",Howrah,West Bengal,711106
10929,Lakshmi Sengupta,7245581708,535142449663,RABAJ5952X,1997-06-03,"863, Saraswati Road, Nehru Area",Visakhapatnam,Andhra Pradesh,530006
10930,Kamlesh Roy,9317098166,330384691281,JCGGK9321L,1979-08-26,"452, Ram Layout, Netaji Area",Kolkata,West Bengal,700002
10931,Suresh Dasgupta,8745080989,917331571604,EYVGX2040I,1983-07-20,"190, Shyam Marg, Periyar Area",Raipur,Chhattisgarh,492002
10932,Balakrishnan Bhatt,8191378049,962093837396,YTIEM4746D,1987-11-25,"4/14, Netaji Nagar",Howrah,West Bengal,711103
10933,Kamakshi Joshi,8618326213,615510954252,WIJXN0965F,1961-03-09,"74, Rajiv Avenue, Anna Area",Siliguri,West Bengal,734002
10934,Rekha Sengupta,6326727332,827767469588,WPVTN4775E,1985-12-22,"207, Shyam Path, Shyam Area",Vadodara,Gujarat,390004
10935,Subramaniam Ansari,6536678320,516131779053,HXONE1399X,1968-08-06,"408, Ram Marg, Rajiv Area",Vijayawada,Andhra Pradesh,520001
10936,Ayaan Agarwal,7889531154,597815734159,UAJLN8230M,1963-05-26,"830, Rajiv Marg, MG Area",Hubli,Karnataka,580029
10937,Pradip Jain,9135062108,601579970629,WBOPQ1954L,1964-06-13,"566/18, Shivaji Avenue",Kochi,Kerala,682004
10938,Pratik Iyer,6871439039,292005626070,QZYMN3667Q,1975-05-31,"473/4, Tagore Cross",Aurangabad,Maharashtra,431002
10939,Jayesh Mukherjee,7540149384,954318864594,LBMQV1972N,1981-09-22,"Door No. 369, Vivekananda Enclave, MG Lane",Warangal,Telangana,506007
10940,Arjun Verma,9709903172,313598043331,UJKKA0308V,1977-12-07,"Flat 2V, Sardar Towers",Madurai,Tamil Nadu,625003
10941,Dilip Murugan,7663316140,431017171994,IXGIC6500W,1961-01-15,"Flat 8L, Gopal Enclave",Mumbai,Maharashtra,400070
10942,Amrita Kothari,7524130228,871066560249,EFWLH6530K,1977-03-11,"S.No. 885, Sardar Niwas, Anna Layout",Hubli,Karnataka,580003
10943,Minal Chakraborty,6683171511,342412484546,LBRFB7882S,1960-01-18,"H.No. 612, Saraswati Marg",Patna,Bihar,800007
10944,Sunita Subramaniam,6117617061,501127383181,LAGIP3820S,1965-09-22,"Plot 877, Rajiv Avenue",Indore,Madhya Pradesh,452006
10945,Shanthi Murugan,7424114754,862482230642,TUKNK2898D,1990-04-26,"Flat 3Y, Kamaraj Niwas",Gurugram,Haryana,122003
10946,Venkatesh Patel,7316495060,741137134631,TAMPR6556K,2000-08-17,"No. 115, Gandhi Complex, Bose Cross",Guwahati,Assam,781007
10947,Himangshu Selvam,9473343597,569701685253,BVSUI2054C,1970-05-15,"H.No. 571, Azad Path",Thiruvananthapuram,Kerala,695003
10948,Kamakshi D'Souza,8095792818,672668063992,HLQCJ2879U,1994-03-15,"No. 523, Bose Street",Chennai,Tamil Nadu,600091
10949,Kiran Bhattacharya,8928223312,767725038561,LRSYG1747G,1972-11-30,"239, Kamaraj Path, Gandhi Area",Coimbatore,Tamil Nadu,641003
10950,Venkatesh Menon,6793741587,399425059253,YXUAT3675P,1980-01-27,"House No. 501, Tilak Path",Agra,Uttar Pradesh,282005
10951,Vijayalakshmi Gomes,6292135111,530107535024,KOYVV7811X,1971-04-25,"Flat 17Y, Nehru Enclave",Chennai,Tamil Nadu,600006
10952,Ayaan Biswas,8391370858,983792131682,DQNQV2012O,1987-01-21,"203/15, Gopal Marg",Vadodara,Gujarat,390004
10953,Hardik Pandey,8946245540,970053558823,XOCDN6857Q,1988-11-20,"House No. 747, Mohan Bhavan, Bose Marg",Nashik,Maharashtra,422013
10954,Seema Chakraborty,6564153307,266670633119,UBLCC9370H,2003-12-19,"Flat 862, Tilak Marg",Madurai,Tamil Nadu,625009
10955,Eshan Reddy,9930618920,245820721624,LSDLH4189B,1998-02-03,"No. 344, Kamaraj Colony",Udaipur,Rajasthan,313002
10956,Chitra Banerjee,7095789035,708199684456,ISZTS7842F,1963-01-06,"No. 949, Vallabh Enclave, MG Lane",Jodhpur,Rajasthan,342007
10957,Vivaan Mondal,7016759930,213414058067,ABGUY3500B,1986-05-11,"731, Shyam Marg, Laxmi Area",Nagpur,Maharashtra,440001
10958,Binita Chatterjee,8256048992,666257601380,SPTCN1873F,1993-06-14,"Flat 8D, Azad Enclave",Nashik,Maharashtra,422008
10959,Farida Dubey,9416477631,232319767025,HJKGH3439Q,1976-02-24,"Flat 3C, Anna Towers",Surat,Gujarat,395005
10960,Gourab Bansal,8479297591,648940094658,GKWUE7585R,1961-08-22,"490, Ram Path, Gopal Area",Bhopal,Madhya Pradesh,462021
10961,Sai Patel,7425191871,828974767666,TRCDE3323V,1978-11-22,"886, Azad Path, Saraswati Area",Bengaluru,Karnataka,560068
10962,Kavya Singh,8639670447,971405770250,SJZGH6768K,2001-02-11,"House No. 380, Vivekananda Complex, Ram Colony",Shimla,Himachal Pradesh,171006
10963,Ratan Pereira,9663354205,295307277282,MORWM9598F,1998-04-02,"No. 241, Bose Apartment, Shyam Avenue",Panaji,Goa,403004
10964,Subramaniam Mitra,7943500796,365377784247,CZOBC1650V,2002-03-26,"622, Subhash Lane, Shyam Area",Shimla,Himachal Pradesh,171003
10965,Pratik Saha,6798230700,333490237432,VLWEU6006V,1991-08-15,"Flat 661, Kamaraj Nagar",Gurugram,Haryana,122002
10966,Neha Mitra,7879146595,312033905966,RQGFY2167L,1985-09-30,"395/16, Tagore Path",Shillong,Meghalaya,793002
10967,Vivaan Nair,9721793162,705532679924,WRHUN6197Y,2003-09-23,"Flat 14O, Bhagat Heights",Ludhiana,Punjab,141004
10968,Rajan Subramaniam,9869104076,496965241573,BNDHG7085E,1985-02-07,"S.No. 58, Gopal Bhavan, Subhash Avenue",Ahmedabad,Gujarat,380005
10969,Meenakshi Singh,6935311015,656731370017,HEXLK0421D,1999-12-13,"# 242, Netaji Apartment, JP Layout",Madurai,Tamil Nadu,625005
10970,Ishwar Chandra,9218922400,813865496602,XICYG5024C,1962-10-10,"Plot 348, Periyar Towers, Nehru Road",Dehradun,Uttarakhand,248001
10971,Biswajit Ahmed,9027693477,860548562575,AHEKG0527Q,1997-03-26,"S.No. 346, Sardar Marg",Ranchi,Jharkhand,834002
10972,Padmavathi Mandal,6605801975,770826786504,HHXXH1921M,2004-04-16,"Flat 8O, Indira Bhavan",Dehradun,Uttarakhand,248001
10973,Deben Nair,9849704241,898142076817,QBNXF3462X,2001-12-10,"Flat 3K, Nehru Apartment",Agra,Uttar Pradesh,282007
10974,Malathi Verma,6751800778,628455761867,MBLDC7717J,1970-07-11,"No. 974, Ambedkar Enclave, MG Layout",Surat,Gujarat,395004
10975,Debashis Sengupta,7367408912,259944769880,CRETU0200R,1963-06-09,"Flat 6W, Anna Apartment",Hubli,Karnataka,580028
10976,Subhas Krishnan,9035595915,367616629658,WYTKZ1393P,1976-11-12,"183, Saraswati Marg, Gandhi Area",Hubli,Karnataka,580001
10977,Chirag Mandal,9387183410,206658484393,YTHBS3647T,2004-07-17,"283, Azad Colony, Vallabh Area",Shillong,Meghalaya,793001
10978,Reyansh Ali,8830470278,227645130050,XDQYI4225Y,1960-01-08,"House No. 497, Laxmi Street",Kochi,Kerala,682005
10979,Chirag Saxena,8532052851,750135247117,OMTUA3287D,1983-12-22,"Door No. 767, Shivaji Marg",New Delhi,Delhi,110001
10980,Raghavan Bhatt,6569933276,468994738793,BYREF0931Z,1964-01-26,"House No. 309, Mohan Towers, JP Road",Siliguri,West Bengal,734001
10981,Nisha Tiwari,7669436436,731459456815,AOICH7791O,2002-12-19,"246/5, Anna Street",Shillong,Meghalaya,793004
10982,Gargi Dey,7196025092,904004386668,HBMDB1376N,1978-03-03,"Door No. 211, Mohan Colony",Kolkata,West Bengal,700001
10983,Ishwar Mukherjee,6199824770,951862109863,KNZEQ0493A,1993-12-12,"Flat 897, Nehru Complex, Subhash Path",Raipur,Chhattisgarh,492008
10984,Harish Patel,6681792241,997031080834,OAOWX2995B,1984-05-17,"# 198, Vivekananda Avenue",Agartala,Tripura,799005
10985,Vijay Chauhan,7180666405,943087803782,XQIXG1485P,1962-01-27,"Door No. 806, Saraswati Path",Rajkot,Gujarat,360001
10986,Balakrishnan Chandra,6756247994,633178273059,MLAIA9574A,1970-04-24,"Flat 17V, Shyam Enclave",Udaipur,Rajasthan,313004
10987,Karthik Ahmed,7554245866,929299072267,QBRCZ2217H,1996-07-11,"# 631, Anna Bhavan, Rajiv Colony",Indore,Madhya Pradesh,452004
10988,Vijayalakshmi Fernandes,9296610356,774808437149,EDGJQ0714J,1995-01-08,"Flat 1B, Laxmi Residency",Faridabad,Haryana,121001
10989,Suresh Pereira,8454300178,662742052258,OYLYF4914M,1993-07-05,"Flat 47, Periyar Path",Panaji,Goa,403004
10990,Chitra Dasgupta,6340250064,427643494652,XRXBI1448C,1967-04-30,"House No. 521, Tilak Bhavan, Indira Layout",Kolkata,West Bengal,700001
10991,Manish Ali,9592041552,430164303297,LHQHF7173O,1998-06-13,"Flat 15E, Kamaraj Complex",Visakhapatnam,Andhra Pradesh,530006
10992,Tapan Murugan,9283419067,300997844298,EOBQD1133T,2002-02-24,"292, Patel Layout, Indira Area",Raipur,Chhattisgarh,492001
10993,Dilip Venkataraman,7456512343,640708063139,IQGYO7986X,2002-05-25,"160/3, Patel Nagar",Madurai,Tamil Nadu,625009
10994,Pooja D'Souza,6544788937,907050709506,YKFLE2679E,1998-05-06,"Flat 9X, EVR Niwas",Udaipur,Rajasthan,313004
10995,Jalpa Qureshi,7798775239,836918454419,OFNJZ8118X,1961-08-08,"108, Saraswati Layout, Sardar Area",Delhi,Delhi,110052
10996,Elina Dasgupta,6553331793,334756196176,JBCAA0446Y,1992-01-03,"S.No. 58, EVR Street",Shillong,Meghalaya,793005
10997,Anindita Dalal,7190537693,487927462268,RMFBW1275E,1962-05-11,"S.No. 618, Tilak Road",Siliguri,West Bengal,734003
10998,Lalit Mondal,9459624384,292771573685,ALICO3610G,1968-01-16,"Flat 9I, Gandhi Enclave",Bhopal,Madhya Pradesh,462016
10999,Diya Qureshi,9676015043,601026557647,JVVVK7875P,2003-01-13,"346, Gandhi Avenue, Nehru Area",Jaipur,Rajasthan,302002
11000,Fanai Sundaram,9214706165,573053428907,SBXKP0561B,2002-12-21,"408, Ambedkar Avenue, Saraswati Area",Bengaluru,Karnataka,560001
11001,Ayaan Balasubramanian,6179779631,667099608749,KBDPY2575J,2002-01-31,"Flat 17X, EVR Vihar",Siliguri,West Bengal,734007
11002,Rajesh Banerjee,8823009715,675950133672,SCVJT5001R,1976-05-16,"316, Bhagat Road, Nehru Area",Rajkot,Gujarat,360007
11003,Raghavan Pereira,7315963781,519151813690,AXPHT2276R,1965-10-27,"632, Vivekananda Nagar, Shyam Area",Udaipur,Rajasthan,313001
11004,Manish Mishra,6986068144,366611772942,ZKWBZ3595I,1961-01-16,"729/11, Anna Layout",Surat,Gujarat,395008
11005,Ayaan Iyer,6518617598,822494764194,PVWYE3500Z,1996-03-14,"955, Bhagat Nagar, Saraswati Area",Tiruchirappalli,Tamil Nadu,620002
11006,Saraswathi Rodrigues,7682395543,648213801155,MPURJ9258L,1982-04-15,"371/7, Gandhi Cross",Mangaluru,Karnataka,575002
11007,Chitra Annamalai,7324342139,779656280733,JASWI3593Q,1975-04-25,"Flat 6L, Sardar Enclave",Gurugram,Haryana,122005
11008,Dilip Menon,7706258736,280558226231,ZZJAC1197Y,1979-04-17,"Flat 13W, Vallabh Bhavan",Srinagar,Jammu and Kashmir,190003
11009,Rekha Sengupta,6379987080,738289812239,KVLTV7472J,1989-10-19,"Door No. 950, Rajiv Apartment, Ram Nagar",Bengaluru,Karnataka,560003
11010,Deben Kapadia,8429961380,918606993994,IAJWF7601S,1993-11-19,"497/16, Patel Lane",Mumbai,Maharashtra,400069
11011,Himangshu Verma,8695625096,612352888990,RYXTN3008A,2001-04-21,"House No. 937, Tagore Vihar, Tilak Avenue",Delhi,Delhi,110035
11012,Haresh D'Souza,8443721326,976383191804,GXSBP4937Q,1983-06-15,"570, EVR Street, Subhash Area",Chennai,Tamil Nadu,600002
11013,Sneha Pinto,7112659746,230231217817,UAEGD8558R,1988-06-24,"Flat 12E, Tilak Niwas",Gurugram,Haryana,122003
11014,Sneha Mahato,6095310017,451362238013,RYEWQ5883C,1984-11-14,"Flat 887, Kamaraj Colony",Varanasi,Uttar Pradesh,221007
11015,Gourab Selvam,8098063533,550162625104,VOJDG8307K,1969-01-06,"House No. 31, Azad Avenue",Madurai,Tamil Nadu,625002
11016,Rajan Natarajan,6359665339,236385743391,PWAAU2364B,1968-04-19,"532, Tagore Road, Tagore Area",Bhubaneswar,Odisha,751005
11017,Venkatesh Ali,8584642018,390232016519,NYATV1434K,1970-10-06,"Flat 1I, Vallabh Vihar",Guwahati,Assam,781003
11018,Indrajit Saxena,7843965688,920204871036,UIHJH2777X,2002-01-28,"Plot 346, Tilak Road",Bengaluru,Karnataka,560068
11019,Amit Ahmed,6695473564,472943610909,NEIQD7641G,1997-07-13,"Plot 116, Gandhi Heights, Mohan Street",Mumbai,Maharashtra,400092
11020,Geeta D'Souza,6341762280,741754016379,AUGEC1276M,1969-04-08,"Flat 2Z, Anna Vihar",Pune,Maharashtra,411004
11021,Raghavan Kapadia,9647856250,650143999257,WWPEL0567D,1982-07-04,"700, Saraswati Nagar, Saraswati Area",Ahmedabad,Gujarat,380004
11022,Ishaan Paul,6980528390,730673083038,XHCLM7568S,1971-01-14,"Door No. 14, Azad Niwas, Sardar Path",Guwahati,Assam,781001
11023,Chinglen Natarajan,8406914387,873843155676,PPMEJ7272I,1980-06-26,"No. 196, Azad Apartment, Anna Layout",Visakhapatnam,Andhra Pradesh,530007
11024,Epsita Rajput,8134307683,498768160519,CUEGW4226O,1982-05-16,"Flat 3G, Shivaji Enclave",Kochi,Kerala,682001
11025,Subhas Agarwal,9826111476,407347873541,HZYUK3990D,1995-07-26,"607, Subhash Avenue, Sardar Area",Vijayawada,Andhra Pradesh,520005
